"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"modelo_base.nlogox"
"bc-influence-voting"
"01/20/2026 09:56:25:347 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","learning-rate","percent-option-B","confidence-threshold","influence-type","[step]","pref-A","pref-B"
"6","0.2","39","0.1","BC","2500","270","171"
"4","0.2","39","0.1","BC","2300","270","171"
"3","0.2","39","0.1","BC","3500","270","171"
"9","0.2","39","0.1","BC","3400","270","171"
"7","0.2","39","0.1","BC","2600","270","171"
"2","0.2","39","0.1","BC","3200","270","171"
"8","0.2","39","0.1","BC","2500","270","171"
"5","0.2","39","0.1","BC","2600","271","170"
"6","0.2","39","0.1","BC","2600","270","171"
"3","0.2","39","0.1","BC","3600","270","171"
"4","0.2","39","0.1","BC","2400","270","171"
"9","0.2","39","0.1","BC","3500","270","171"
"2","0.2","39","0.1","BC","3300","270","171"
"8","0.2","39","0.1","BC","2600","270","171"
"7","0.2","39","0.1","BC","2700","270","171"
"5","0.2","39","0.1","BC","2700","271","170"
"6","0.2","39","0.1","BC","2700","270","171"
"3","0.2","39","0.1","BC","3700","270","171"
"9","0.2","39","0.1","BC","3600","270","171"
"4","0.2","39","0.1","BC","2500","270","171"
"2","0.2","39","0.1","BC","3400","270","171"
"8","0.2","39","0.1","BC","2700","270","171"
"1","0.2","39","0.1","BC","2200","271","170"
"5","0.2","39","0.1","BC","2800","271","170"
"3","0.2","39","0.1","BC","3800","270","171"
"6","0.2","39","0.1","BC","2800","270","171"
"9","0.2","39","0.1","BC","3700","270","171"
"2","0.2","39","0.1","BC","3500","270","171"
"4","0.2","39","0.1","BC","2600","270","171"
"8","0.2","39","0.1","BC","2800","270","171"
"1","0.2","39","0.1","BC","2300","271","170"
"3","0.2","39","0.1","BC","3900","270","171"
"9","0.2","39","0.1","BC","3800","270","171"
"5","0.2","39","0.1","BC","2900","271","170"
"6","0.2","39","0.1","BC","2900","270","171"
"2","0.2","39","0.1","BC","3600","270","171"
"4","0.2","39","0.1","BC","2700","270","171"
"8","0.2","39","0.1","BC","2900","270","171"
"3","0.2","39","0.1","BC","4000","270","171"
"9","0.2","39","0.1","BC","3900","270","171"
"7","0.2","39","0.1","BC","2800","270","171"
"6","0.2","39","0.1","BC","3000","270","171"
"5","0.2","39","0.1","BC","3000","271","170"
"2","0.2","39","0.1","BC","3700","270","171"
"1","0.2","39","0.1","BC","2400","271","170"
"4","0.2","39","0.1","BC","2800","270","171"
"8","0.2","39","0.1","BC","3000","270","171"
"3","0.2","39","0.1","BC","4100","270","171"
"9","0.2","39","0.1","BC","4000","270","171"
"2","0.2","39","0.1","BC","3800","270","171"
"7","0.2","39","0.1","BC","2900","270","171"
"5","0.2","39","0.1","BC","3100","271","170"
"6","0.2","39","0.1","BC","3100","270","171"
"4","0.2","39","0.1","BC","2900","270","171"
"1","0.2","39","0.1","BC","2500","271","170"
"8","0.2","39","0.1","BC","3100","270","171"
"3","0.2","39","0.1","BC","4200","270","171"
"9","0.2","39","0.1","BC","4100","270","171"
"2","0.2","39","0.1","BC","3900","270","171"
"5","0.2","39","0.1","BC","3200","271","170"
"6","0.2","39","0.1","BC","3200","270","171"
"4","0.2","39","0.1","BC","3000","270","171"
"3","0.2","39","0.1","BC","4300","270","171"
"1","0.2","39","0.1","BC","2600","271","170"
"9","0.2","39","0.1","BC","4200","270","171"
"5","0.2","39","0.1","BC","3300","271","170"
"6","0.2","39","0.1","BC","3300","270","171"
"4","0.2","39","0.1","BC","3100","270","171"
"3","0.2","39","0.1","BC","4400","270","171"
"9","0.2","39","0.1","BC","4300","270","171"
"5","0.2","39","0.1","BC","3400","271","170"
"6","0.2","39","0.1","BC","3400","270","171"
"7","0.2","39","0.1","BC","3000","270","171"
"9","0.2","39","0.1","BC","4400","270","171"
"8","0.2","39","0.1","BC","3200","270","171"
"2","0.2","39","0.1","BC","4000","270","171"
"5","0.2","39","0.1","BC","3500","271","170"
"6","0.2","39","0.1","BC","3500","270","171"
"7","0.2","39","0.1","BC","3100","270","171"
"9","0.2","39","0.1","BC","4500","270","171"
"6","0.2","39","0.1","BC","3600","270","171"
"7","0.2","39","0.1","BC","3200","270","171"
"9","0.2","39","0.1","BC","4600","270","171"
"1","0.2","39","0.1","BC","2700","271","170"
"4","0.2","39","0.1","BC","3200","270","171"
"3","0.2","39","0.1","BC","4500","270","171"
"7","0.2","39","0.1","BC","3300","270","171"
"9","0.2","39","0.1","BC","4700","270","171"
"4","0.2","39","0.1","BC","3300","270","171"
"8","0.2","39","0.1","BC","3300","270","171"
"2","0.2","39","0.1","BC","4100","270","171"
"5","0.2","39","0.1","BC","3600","271","170"
"4","0.2","39","0.1","BC","3400","270","171"
"2","0.2","39","0.1","BC","4200","270","171"
"5","0.2","39","0.1","BC","3700","271","170"
"6","0.2","39","0.1","BC","3700","270","171"
"1","0.2","39","0.1","BC","2800","271","170"
"9","0.2","39","0.1","BC","4800","270","171"
"8","0.2","39","0.1","BC","3400","270","171"
"2","0.2","39","0.1","BC","4300","270","171"
"5","0.2","39","0.1","BC","3800","271","170"
"6","0.2","39","0.1","BC","3800","270","171"
"3","0.2","39","0.1","BC","4600","270","171"
"2","0.2","39","0.1","BC","4400","270","171"
"5","0.2","39","0.1","BC","3900","271","170"
"6","0.2","39","0.1","BC","3900","270","171"
"7","0.2","39","0.1","BC","3400","270","171"
"3","0.2","39","0.1","BC","4700","270","171"
"2","0.2","39","0.1","BC","4500","270","171"
"9","0.2","39","0.1","BC","4900","270","171"
"7","0.2","39","0.1","BC","3500","270","171"
"1","0.2","39","0.1","BC","2900","271","170"
"3","0.2","39","0.1","BC","4800","270","171"
"4","0.2","39","0.1","BC","3500","270","171"
"2","0.2","39","0.1","BC","4600","270","171"
"8","0.2","39","0.1","BC","3500","270","171"
"9","0.2","39","0.1","BC","5000","270","171"
"7","0.2","39","0.1","BC","3600","270","171"
"3","0.2","39","0.1","BC","4900","270","171"
"4","0.2","39","0.1","BC","3600","270","171"
"2","0.2","39","0.1","BC","4700","270","171"
"1","0.2","39","0.1","BC","3000","271","170"
"8","0.2","39","0.1","BC","3600","270","171"
"9","0.2","39","0.1","BC","5100","270","171"
"3","0.2","39","0.1","BC","5000","270","171"
"7","0.2","39","0.1","BC","3700","270","171"
"5","0.2","39","0.1","BC","4000","271","170"
"2","0.2","39","0.1","BC","4800","270","171"
"4","0.2","39","0.1","BC","3700","270","171"
"1","0.2","39","0.1","BC","3100","271","170"
"6","0.2","39","0.1","BC","4000","270","171"
"9","0.2","39","0.1","BC","5200","270","171"
"8","0.2","39","0.1","BC","3700","270","171"
"3","0.2","39","0.1","BC","5100","270","171"
"7","0.2","39","0.1","BC","3800","270","171"
"2","0.2","39","0.1","BC","4900","270","171"
"4","0.2","39","0.1","BC","3800","270","171"
"9","0.2","39","0.1","BC","5300","270","171"
"6","0.2","39","0.1","BC","4100","270","171"
"8","0.2","39","0.1","BC","3800","270","171"
"1","0.2","39","0.1","BC","3200","271","170"
"3","0.2","39","0.1","BC","5200","270","171"
"2","0.2","39","0.1","BC","5000","270","171"
"7","0.2","39","0.1","BC","3900","270","171"
"9","0.2","39","0.1","BC","5400","270","171"
"4","0.2","39","0.1","BC","3900","270","171"
"6","0.2","39","0.1","BC","4200","270","171"
"8","0.2","39","0.1","BC","3900","270","171"
"3","0.2","39","0.1","BC","5300","270","171"
"1","0.2","39","0.1","BC","3300","271","170"
"7","0.2","39","0.1","BC","4000","270","171"
"9","0.2","39","0.1","BC","5500","270","171"
"4","0.2","39","0.1","BC","4000","270","171"
"6","0.2","39","0.1","BC","4300","270","171"
"3","0.2","39","0.1","BC","5400","270","171"
"8","0.2","39","0.1","BC","4000","270","171"
"5","0.2","39","0.1","BC","4100","271","170"
"9","0.2","39","0.1","BC","5600","270","171"
"7","0.2","39","0.1","BC","4100","270","171"
"4","0.2","39","0.1","BC","4100","270","171"
"1","0.2","39","0.1","BC","3400","271","170"
"3","0.2","39","0.1","BC","5500","270","171"
"8","0.2","39","0.1","BC","4100","270","171"
"6","0.2","39","0.1","BC","4400","270","171"
"9","0.2","39","0.1","BC","5700","270","171"
"2","0.2","39","0.1","BC","5100","270","171"
"5","0.2","39","0.1","BC","4200","271","170"
"3","0.2","39","0.1","BC","5600","270","171"
"7","0.2","39","0.1","BC","4200","270","171"
"1","0.2","39","0.1","BC","3500","271","170"
"4","0.2","39","0.1","BC","4200","270","171"
"8","0.2","39","0.1","BC","4200","270","171"
"2","0.2","39","0.1","BC","5200","270","171"
"9","0.2","39","0.1","BC","5800","270","171"
"6","0.2","39","0.1","BC","4500","270","171"
"3","0.2","39","0.1","BC","5700","270","171"
"5","0.2","39","0.1","BC","4300","271","170"
"7","0.2","39","0.1","BC","4300","270","171"
"8","0.2","39","0.1","BC","4300","270","171"
"9","0.2","39","0.1","BC","5900","270","171"
"4","0.2","39","0.1","BC","4300","270","171"
"2","0.2","39","0.1","BC","5300","270","171"
"1","0.2","39","0.1","BC","3600","271","170"
"6","0.2","39","0.1","BC","4600","270","171"
"3","0.2","39","0.1","BC","5800","270","171"
"5","0.2","39","0.1","BC","4400","271","170"
"9","0.2","39","0.1","BC","6000","270","171"
"8","0.2","39","0.1","BC","4400","270","171"
"2","0.2","39","0.1","BC","5400","270","171"
"7","0.2","39","0.1","BC","4400","270","171"
"4","0.2","39","0.1","BC","4400","270","171"
"3","0.2","39","0.1","BC","5900","270","171"
"6","0.2","39","0.1","BC","4700","270","171"
"9","0.2","39","0.1","BC","6100","270","171"
"2","0.2","39","0.1","BC","5500","270","171"
"5","0.2","39","0.1","BC","4500","271","170"
"8","0.2","39","0.1","BC","4500","270","171"
"3","0.2","39","0.1","BC","6000","270","171"
"1","0.2","39","0.1","BC","3700","271","170"
"7","0.2","39","0.1","BC","4500","270","171"
"4","0.2","39","0.1","BC","4500","270","171"
"9","0.2","39","0.1","BC","6200","270","171"
"2","0.2","39","0.1","BC","5600","270","171"
"6","0.2","39","0.1","BC","4800","270","171"
"3","0.2","39","0.1","BC","6100","270","171"
"8","0.2","39","0.1","BC","4600","270","171"
"5","0.2","39","0.1","BC","4600","271","170"
"1","0.2","39","0.1","BC","3800","271","170"
"7","0.2","39","0.1","BC","4600","270","171"
"9","0.2","39","0.1","BC","6300","270","171"
"2","0.2","39","0.1","BC","5700","270","171"
"4","0.2","39","0.1","BC","4600","270","171"
"3","0.2","39","0.1","BC","6200","270","171"
"6","0.2","39","0.1","BC","4900","270","171"
"8","0.2","39","0.1","BC","4700","270","171"
"9","0.2","39","0.1","BC","6400","270","171"
"5","0.2","39","0.1","BC","4700","271","170"
"2","0.2","39","0.1","BC","5800","270","171"
"7","0.2","39","0.1","BC","4700","270","171"
"3","0.2","39","0.1","BC","6300","270","171"
"1","0.2","39","0.1","BC","3900","271","170"
"4","0.2","39","0.1","BC","4700","270","171"
"9","0.2","39","0.1","BC","6500","270","171"
"8","0.2","39","0.1","BC","4800","270","171"
"6","0.2","39","0.1","BC","5000","270","171"
"2","0.2","39","0.1","BC","5900","270","171"
"3","0.2","39","0.1","BC","6400","270","171"
"5","0.2","39","0.1","BC","4800","271","170"
"7","0.2","39","0.1","BC","4800","270","171"
"9","0.2","39","0.1","BC","6600","270","171"
"8","0.2","39","0.1","BC","4900","270","171"
"2","0.2","39","0.1","BC","6000","270","171"
"4","0.2","39","0.1","BC","4800","270","171"
"1","0.2","39","0.1","BC","4000","271","170"
"3","0.2","39","0.1","BC","6500","270","171"
"6","0.2","39","0.1","BC","5100","270","171"
"9","0.2","39","0.1","BC","6700","270","171"
"5","0.2","39","0.1","BC","4900","271","170"
"2","0.2","39","0.1","BC","6100","270","171"
"8","0.2","39","0.1","BC","5000","270","171"
"7","0.2","39","0.1","BC","4900","270","171"
"3","0.2","39","0.1","BC","6600","270","171"
"9","0.2","39","0.1","BC","6800","270","171"
"4","0.2","39","0.1","BC","4900","270","171"
"1","0.2","39","0.1","BC","4100","271","170"
"2","0.2","39","0.1","BC","6200","270","171"
"6","0.2","39","0.1","BC","5200","270","171"
"3","0.2","39","0.1","BC","6700","270","171"
"8","0.2","39","0.1","BC","5100","270","171"
"9","0.2","39","0.1","BC","6900","270","171"
"5","0.2","39","0.1","BC","5000","271","170"
"7","0.2","39","0.1","BC","5000","270","171"
"2","0.2","39","0.1","BC","6300","270","171"
"3","0.2","39","0.1","BC","6800","270","171"
"9","0.2","39","0.1","BC","7000","270","171"
"8","0.2","39","0.1","BC","5200","270","171"
"4","0.2","39","0.1","BC","5000","270","171"
"1","0.2","39","0.1","BC","4200","271","170"
"6","0.2","39","0.1","BC","5300","270","171"
"2","0.2","39","0.1","BC","6400","270","171"
"3","0.2","39","0.1","BC","6900","270","171"
"7","0.2","39","0.1","BC","5100","270","171"
"9","0.2","39","0.1","BC","7100","270","171"
"8","0.2","39","0.1","BC","5300","270","171"
"2","0.2","39","0.1","BC","6500","270","171"
"4","0.2","39","0.1","BC","5100","270","171"
"6","0.2","39","0.1","BC","5400","270","171"
"9","0.2","39","0.1","BC","7200","270","171"
"7","0.2","39","0.1","BC","5200","270","171"
"2","0.2","39","0.1","BC","6600","270","171"
"1","0.2","39","0.1","BC","4300","271","170"
"8","0.2","39","0.1","BC","5400","270","171"
"6","0.2","39","0.1","BC","5500","270","171"
"2","0.2","39","0.1","BC","6700","270","171"
"7","0.2","39","0.1","BC","5300","270","171"
"5","0.2","39","0.1","BC","5100","271","170"
"1","0.2","39","0.1","BC","4400","271","170"
"6","0.2","39","0.1","BC","5600","270","171"
"2","0.2","39","0.1","BC","6800","270","171"
"3","0.2","39","0.1","BC","7000","270","171"
"7","0.2","39","0.1","BC","5400","270","171"
"5","0.2","39","0.1","BC","5200","271","170"
"1","0.2","39","0.1","BC","4500","271","170"
"2","0.2","39","0.1","BC","6900","270","171"
"6","0.2","39","0.1","BC","5700","270","171"
"4","0.2","39","0.1","BC","5200","270","171"
"9","0.2","39","0.1","BC","7300","270","171"
"7","0.2","39","0.1","BC","5500","270","171"
"2","0.2","39","0.1","BC","7000","270","171"
"8","0.2","39","0.1","BC","5500","270","171"
"1","0.2","39","0.1","BC","4600","271","170"
"4","0.2","39","0.1","BC","5300","270","171"
"9","0.2","39","0.1","BC","7400","270","171"
"7","0.2","39","0.1","BC","5600","270","171"
"2","0.2","39","0.1","BC","7100","270","171"
"8","0.2","39","0.1","BC","5600","270","171"
"9","0.2","39","0.1","BC","7500","270","171"
"4","0.2","39","0.1","BC","5400","270","171"
"3","0.2","39","0.1","BC","7100","270","171"
"1","0.2","39","0.1","BC","4700","271","170"
"7","0.2","39","0.1","BC","5700","270","171"
"5","0.2","39","0.1","BC","5300","271","170"
"2","0.2","39","0.1","BC","7200","270","171"
"8","0.2","39","0.1","BC","5700","270","171"
"9","0.2","39","0.1","BC","7600","270","171"
"3","0.2","39","0.1","BC","7200","270","171"
"1","0.2","39","0.1","BC","4800","271","170"
"6","0.2","39","0.1","BC","5800","270","171"
"4","0.2","39","0.1","BC","5500","270","171"
"2","0.2","39","0.1","BC","7300","270","171"
"7","0.2","39","0.1","BC","5800","270","171"
